Timestamp,CPU_Perc,Mem_Usage
1780076456000,0.32%,68.8MiB / 7.563GiB
1780076458000,0.68%,68.77MiB / 7.563GiB
1780076461000,0.66%,68.71MiB / 7.563GiB
1780076463000,0.60%,69.1MiB / 7.563GiB
1780076466000,0.31%,68.62MiB / 7.563GiB
1780076468000,0.58%,68.68MiB / 7.563GiB
1780076470000,0.67%,68.85MiB / 7.563GiB
1780076473000,0.98%,68.58MiB / 7.563GiB
1780076475000,0.93%,69.32MiB / 7.563GiB
1780076477000,0.64%,68.5MiB / 7.563GiB
1780076479000,7.00%,68.9MiB / 7.563GiB
1780076482000,0.19%,68.32MiB / 7.563GiB
1780076484000,0.58%,68.63MiB / 7.563GiB
1780076486000,0.51%,68.93MiB / 7.563GiB
1780076488000,0.67%,68.86MiB / 7.563GiB
1780076491000,0.98%,69.08MiB / 7.563GiB
1780076493000,0.88%,68.43MiB / 7.563GiB
1780076495000,1.18%,68.93MiB / 7.563GiB
1780076497000,0.64%,68.61MiB / 7.563GiB
1780076499000,0.30%,68.74MiB / 7.563GiB
1780076502000,0.23%,69.29MiB / 7.563GiB
1780076504000,0.48%,68.67MiB / 7.563GiB
1780076506000,0.22%,68.89MiB / 7.563GiB
1780076508000,0.91%,68.38MiB / 7.563GiB
1780076511000,0.44%,68.97MiB / 7.563GiB
1780076513000,0.69%,68.25MiB / 7.563GiB
1780076515000,0.67%,68.74MiB / 7.563GiB
1780076517000,0.46%,68.81MiB / 7.563GiB
1780076519000,0.60%,68.43MiB / 7.563GiB
1780076522000,0.30%,68.73MiB / 7.563GiB
1780076524000,0.76%,68.41MiB / 7.563GiB
1780076527000,0.30%,68.75MiB / 7.563GiB
1780076529000,0.44%,68.63MiB / 7.563GiB
1780076532000,0.33%,68.75MiB / 7.563GiB
1780076534000,0.67%,68.81MiB / 7.563GiB
1780076536000,0.41%,68.27MiB / 7.563GiB
1780076538000,0.29%,68.58MiB / 7.563GiB
1780076540000,1.10%,69MiB / 7.563GiB
1780076543000,0.56%,68.59MiB / 7.563GiB
1780076545000,0.38%,69.18MiB / 7.563GiB
1780076547000,0.42%,68.46MiB / 7.563GiB
1780076549000,0.24%,68.76MiB / 7.563GiB
1780076552000,0.48%,68.3MiB / 7.563GiB
1780076554000,0.21%,68.53MiB / 7.563GiB
1780076556000,0.21%,68.83MiB / 7.563GiB
1780076558000,0.48%,68.7MiB / 7.563GiB
1780076561000,0.72%,69.34MiB / 7.563GiB
1780076563000,0.43%,68.56MiB / 7.563GiB
1780076565000,0.43%,68.86MiB / 7.563GiB
1780076567000,1.09%,68.36MiB / 7.563GiB
1780076569000,6.83%,68.83MiB / 7.563GiB
1780076572000,0.23%,68.86MiB / 7.563GiB
1780076574000,0.25%,68.38MiB / 7.563GiB
1780076576000,0.26%,68.68MiB / 7.563GiB
1780076578000,0.74%,68.65MiB / 7.563GiB
1780076581000,0.56%,68.85MiB / 7.563GiB
1780076584000,0.43%,68.93MiB / 7.563GiB
1780076586000,0.49%,68.47MiB / 7.563GiB
1780076588000,0.66%,68.99MiB / 7.563GiB
1780076590000,0.44%,68.62MiB / 7.563GiB
1780076593000,0.22%,68.62MiB / 7.563GiB
1780076595000,0.32%,68.99MiB / 7.563GiB
1780076597000,0.56%,68.51MiB / 7.563GiB
1780076599000,5.67%,78.29MiB / 7.563GiB
1780076602000,0.35%,68.66MiB / 7.563GiB
1780076604000,0.29%,68.7MiB / 7.563GiB
1780076606000,0.59%,68.7MiB / 7.563GiB
1780076608000,0.34%,68.72MiB / 7.563GiB
1780076610000,0.43%,69.4MiB / 7.563GiB
1780076613000,0.45%,68.73MiB / 7.563GiB
1780076615000,0.72%,68.78MiB / 7.563GiB
1780076617000,0.78%,68.25MiB / 7.563GiB
1780076619000,0.31%,68.88MiB / 7.563GiB
1780076622000,0.25%,69MiB / 7.563GiB
1780076624000,0.66%,68.42MiB / 7.563GiB
1780076626000,0.24%,68.65MiB / 7.563GiB
1780076628000,0.53%,68.96MiB / 7.563GiB
1780076631000,0.45%,68.95MiB / 7.563GiB
1780076633000,0.94%,69.43MiB / 7.563GiB
1780076635000,0.44%,68.88MiB / 7.563GiB
1780076638000,0.52%,69.21MiB / 7.563GiB
1780076640000,0.20%,68.41MiB / 7.563GiB
1780076643000,0.36%,68.93MiB / 7.563GiB
1780076645000,0.63%,69.4MiB / 7.563GiB
1780076647000,0.22%,68.48MiB / 7.563GiB
1780076649000,0.43%,68.93MiB / 7.563GiB
1780076652000,0.51%,68.48MiB / 7.563GiB
1780076654000,0.69%,69.25MiB / 7.563GiB
1780076656000,0.46%,69MiB / 7.563GiB
1780076658000,0.54%,68.8MiB / 7.563GiB
1780076660000,7.82%,69.26MiB / 7.563GiB
1780076663000,0.54%,68.79MiB / 7.563GiB
1780076665000,0.45%,68.81MiB / 7.563GiB
1780076667000,0.50%,68.35MiB / 7.563GiB
1780076669000,0.50%,69MiB / 7.563GiB
1780076672000,0.56%,68.3MiB / 7.563GiB
1780076674000,0.46%,68.77MiB / 7.563GiB
1780076676000,0.27%,68.83MiB / 7.563GiB
1780076678000,0.72%,68.51MiB / 7.563GiB
1780076681000,0.89%,68.81MiB / 7.563GiB
1780076683000,0.93%,69.14MiB / 7.563GiB
1780076685000,0.74%,68.58MiB / 7.563GiB
1780076687000,0.78%,68.88MiB / 7.563GiB
1780076689000,7.48%,68.87MiB / 7.563GiB
1780076692000,0.42%,69MiB / 7.563GiB
1780076695000,0.28%,68.5MiB / 7.563GiB
1780076697000,0.48%,68.84MiB / 7.563GiB
1780076699000,1.10%,68.35MiB / 7.563GiB
1780076702000,0.78%,68.9MiB / 7.563GiB
1780076704000,0.68%,69.59MiB / 7.563GiB
1780076706000,0.68%,68.4MiB / 7.563GiB
1780076708000,0.53%,68.68MiB / 7.563GiB
1780076710000,0.43%,69.06MiB / 7.563GiB
1780076713000,0.24%,68.52MiB / 7.563GiB
1780076715000,0.23%,68.83MiB / 7.563GiB
1780076717000,0.59%,68.82MiB / 7.563GiB
1780076719000,0.51%,69.06MiB / 7.563GiB
1780076722000,0.34%,68.33MiB / 7.563GiB
1780076724000,0.33%,68.61MiB / 7.563GiB
1780076726000,0.88%,69.16MiB / 7.563GiB
1780076728000,0.47%,68.49MiB / 7.563GiB
1780076730000,0.51%,68.8MiB / 7.563GiB
1780076733000,0.60%,69.16MiB / 7.563GiB
1780076735000,0.77%,69.87MiB / 7.563GiB
1780076737000,0.52%,69.68MiB / 7.563GiB
1780076739000,0.27%,69.59MiB / 7.563GiB
1780076742000,0.26%,69.34MiB / 7.563GiB
1780076744000,0.53%,68.3MiB / 7.563GiB
1780076747000,0.36%,68.53MiB / 7.563GiB
1780076749000,0.61%,69.23MiB / 7.563GiB
1780076752000,0.88%,68.8MiB / 7.563GiB
1780076754000,0.70%,68.91MiB / 7.563GiB
1780076756000,0.61%,68.36MiB / 7.563GiB
1780076758000,0.58%,68.86MiB / 7.563GiB
1780076760000,0.39%,68.65MiB / 7.563GiB
1780076763000,0.63%,69.08MiB / 7.563GiB
1780076765000,0.83%,69.36MiB / 7.563GiB
1780076767000,0.67%,68.63MiB / 7.563GiB
1780076769000,0.72%,69.08MiB / 7.563GiB
1780076772000,0.63%,68.38MiB / 7.563GiB
1780076774000,0.80%,68.91MiB / 7.563GiB
1780076776000,1.09%,68.95MiB / 7.563GiB
1780076778000,0.36%,68.43MiB / 7.563GiB
1780076780000,7.60%,69.18MiB / 7.563GiB
1780076783000,0.61%,68.41MiB / 7.563GiB
1780076785000,0.59%,68.66MiB / 7.563GiB
1780076787000,0.45%,69.49MiB / 7.563GiB
1780076789000,0.45%,68.82MiB / 7.563GiB
1780076792000,0.26%,69.05MiB / 7.563GiB
1780076794000,0.30%,69.08MiB / 7.563GiB
1780076796000,0.23%,68.66MiB / 7.563GiB
1780076798000,0.45%,69.12MiB / 7.563GiB
1780076801000,0.90%,68.88MiB / 7.563GiB
1780076804000,0.62%,68.86MiB / 7.563GiB
1780076806000,1.13%,68.38MiB / 7.563GiB
1780076808000,0.66%,68.69MiB / 7.563GiB
1780076810000,0.54%,69.06MiB / 7.563GiB
1780076813000,0.26%,68.55MiB / 7.563GiB
1780076815000,0.30%,69.36MiB / 7.563GiB
1780076817000,1.04%,68.91MiB / 7.563GiB
1780076819000,0.98%,69.12MiB / 7.563GiB
1780076822000,1.03%,68.56MiB / 7.563GiB
1780076824000,0.48%,68.68MiB / 7.563GiB
1780076826000,0.51%,69.48MiB / 7.563GiB
1780076828000,0.70%,68.51MiB / 7.563GiB
1780076830000,0.61%,69.02MiB / 7.563GiB
1780076833000,0.69%,68.62MiB / 7.563GiB
1780076835000,0.41%,68.93MiB / 7.563GiB
1780076837000,0.38%,68.96MiB / 7.563GiB
1780076839000,1.15%,68.63MiB / 7.563GiB
1780076842000,0.34%,69.18MiB / 7.563GiB
1780076844000,0.62%,68.84MiB / 7.563GiB
1780076846000,0.98%,68.81MiB / 7.563GiB
1780076848000,1.18%,68.68MiB / 7.563GiB
1780076851000,0.95%,68.68MiB / 7.563GiB
1780076853000,0.80%,69.22MiB / 7.563GiB
1780076855000,1.25%,69MiB / 7.563GiB
1780076857000,0.62%,68.74MiB / 7.563GiB
1780076860000,0.91%,68.59MiB / 7.563GiB
1780076863000,0.41%,69.09MiB / 7.563GiB
1780076865000,1.05%,69.09MiB / 7.563GiB
1780076867000,0.27%,68.54MiB / 7.563GiB
1780076869000,0.45%,69MiB / 7.563GiB
1780076872000,7.45%,68.49MiB / 7.563GiB
1780076874000,1.34%,68.75MiB / 7.563GiB
1780076876000,1.74%,68.97MiB / 7.563GiB
1780076878000,0.99%,69MiB / 7.563GiB
1780076880000,0.25%,68.91MiB / 7.563GiB
1780076883000,0.57%,69.24MiB / 7.563GiB
1780076885000,0.21%,69.14MiB / 7.563GiB
1780076887000,0.43%,69.19MiB / 7.563GiB
1780076889000,0.55%,68.88MiB / 7.563GiB
1780076892000,1.28%,69.21MiB / 7.563GiB
1780076894000,1.04%,68.64MiB / 7.563GiB
1780076896000,1.09%,68.75MiB / 7.563GiB
1780076898000,1.29%,69.3MiB / 7.563GiB
1780076900000,0.66%,69.14MiB / 7.563GiB
1780076903000,0.35%,69.11MiB / 7.563GiB
1780076905000,0.63%,68.67MiB / 7.563GiB
1780076907000,1.00%,68.86MiB / 7.563GiB
1780076909000,0.60%,68.49MiB / 7.563GiB
1780076912000,1.12%,69.02MiB / 7.563GiB
1780076914000,0.65%,69.02MiB / 7.563GiB
1780076916000,0.66%,68.56MiB / 7.563GiB
1780076919000,0.63%,69.24MiB / 7.563GiB
1780076922000,1.17%,68.52MiB / 7.563GiB
1780076924000,0.88%,68.9MiB / 7.563GiB
1780076926000,0.93%,69.65MiB / 7.563GiB
1780076928000,1.10%,68.72MiB / 7.563GiB
1780076930000,0.48%,69.09MiB / 7.563GiB
1780076933000,0.50%,68.68MiB / 7.563GiB
1780076935000,0.47%,68.76MiB / 7.563GiB
1780076937000,0.93%,69.07MiB / 7.563GiB
1780076939000,0.73%,69MiB / 7.563GiB
1780076942000,0.73%,68.98MiB / 7.563GiB
1780076944000,0.42%,68.66MiB / 7.563GiB
1780076946000,0.83%,69.08MiB / 7.563GiB
1780076948000,0.69%,69.55MiB / 7.563GiB
1780076950000,0.52%,68.92MiB / 7.563GiB
1780076953000,0.53%,69.23MiB / 7.563GiB
1780076955000,0.51%,68.77MiB / 7.563GiB
1780076957000,0.39%,68.85MiB / 7.563GiB
1780076959000,0.70%,68.54MiB / 7.563GiB
1780076962000,7.52%,69.13MiB / 7.563GiB
1780076964000,0.66%,69MiB / 7.563GiB
1780076966000,0.64%,69.03MiB / 7.563GiB
1780076968000,0.49%,69.46MiB / 7.563GiB
1780076971000,0.73%,69.02MiB / 7.563GiB
1780076973000,0.45%,69.14MiB / 7.563GiB
1780076976000,0.62%,68.64MiB / 7.563GiB
1780076978000,0.35%,68.85MiB / 7.563GiB
1780076980000,0.56%,69.05MiB / 7.563GiB
1780076983000,0.53%,68.58MiB / 7.563GiB
1780076985000,0.50%,69.11MiB / 7.563GiB
1780076987000,0.25%,69.11MiB / 7.563GiB
1780076989000,0.65%,69.3MiB / 7.563GiB
1780076992000,0.73%,69.28MiB / 7.563GiB
1780076994000,1.15%,68.73MiB / 7.563GiB
1780076996000,0.78%,68.93MiB / 7.563GiB
1780076998000,0.56%,68.55MiB / 7.563GiB
1780077000000,0.41%,69.06MiB / 7.563GiB
1780077003000,0.48%,68.39MiB / 7.563GiB
1780077005000,0.22%,68.61MiB / 7.563GiB
1780077007000,0.24%,68.92MiB / 7.563GiB
1780077009000,0.58%,68.59MiB / 7.563GiB
1780077012000,0.66%,68.9MiB / 7.563GiB
1780077014000,1.14%,68.73MiB / 7.563GiB
1780077016000,0.65%,69.14MiB / 7.563GiB
1780077018000,0.34%,69.09MiB / 7.563GiB
1780077021000,0.49%,69.04MiB / 7.563GiB
1780077023000,0.82%,69.07MiB / 7.563GiB
1780077025000,0.63%,68.46MiB / 7.563GiB
1780077027000,0.34%,68.78MiB / 7.563GiB
1780077030000,1.56%,68.72MiB / 7.563GiB
1780077033000,0.95%,69.15MiB / 7.563GiB
1780077035000,0.81%,69.3MiB / 7.563GiB
1780077037000,0.74%,68.48MiB / 7.563GiB
1780077039000,0.52%,68.91MiB / 7.563GiB
1780077042000,0.86%,68.47MiB / 7.563GiB
1780077044000,0.34%,68.68MiB / 7.563GiB
1780077046000,0.62%,69.73MiB / 7.563GiB
1780077048000,0.80%,68.53MiB / 7.563GiB
1780077050000,0.68%,68.9MiB / 7.563GiB
1780077053000,7.70%,69.21MiB / 7.563GiB
1780077055000,0.31%,68.71MiB / 7.563GiB
1780077057000,0.41%,69.02MiB / 7.563GiB
1780077059000,1.01%,68.62MiB / 7.563GiB
1780077062000,0.46%,68.85MiB / 7.563GiB
1780077064000,0.62%,69.16MiB / 7.563GiB
1780077066000,0.92%,68.66MiB / 7.563GiB
1780077068000,0.89%,68.89MiB / 7.563GiB
1780077070000,0.56%,68.43MiB / 7.563GiB
1780077073000,0.30%,68.73MiB / 7.563GiB
1780077075000,0.82%,69.04MiB / 7.563GiB
1780077077000,0.26%,68.47MiB / 7.563GiB
1780077079000,0.71%,68.93MiB / 7.563GiB
1780077082000,0.84%,68.84MiB / 7.563GiB
1780077084000,0.45%,68.77MiB / 7.563GiB
1780077086000,0.60%,69.11MiB / 7.563GiB
1780077088000,0.36%,68.73MiB / 7.563GiB
1780077091000,0.28%,69.16MiB / 7.563GiB
1780077094000,0.61%,68.68MiB / 7.563GiB
1780077096000,0.91%,69.48MiB / 7.563GiB
1780077098000,0.30%,69.28MiB / 7.563GiB
1780077100000,0.87%,68.75MiB / 7.563GiB
1780077103000,0.78%,69.06MiB / 7.563GiB
1780077105000,0.74%,68.55MiB / 7.563GiB
1780077107000,0.72%,68.8MiB / 7.563GiB
1780077109000,0.46%,68.47MiB / 7.563GiB
1780077112000,0.74%,68.93MiB / 7.563GiB
1780077114000,0.70%,69.15MiB / 7.563GiB
1780077116000,0.61%,68.84MiB / 7.563GiB
1780077118000,0.80%,69.23MiB / 7.563GiB
1780077120000,0.42%,68.52MiB / 7.563GiB
1780077123000,0.60%,68.8MiB / 7.563GiB
1780077125000,0.44%,69.03MiB / 7.563GiB
1780077127000,0.64%,68.57MiB / 7.563GiB
1780077129000,0.42%,69.04MiB / 7.563GiB
1780077132000,1.56%,68.56MiB / 7.563GiB
1780077134000,1.13%,68.79MiB / 7.563GiB
1780077136000,1.47%,69.09MiB / 7.563GiB
1780077138000,0.36%,68.68MiB / 7.563GiB
1780077141000,0.67%,68.98MiB / 7.563GiB
1780077143000,7.71%,68.54MiB / 7.563GiB
1780077146000,0.69%,68.83MiB / 7.563GiB
1780077148000,0.56%,69.34MiB / 7.563GiB
1780077150000,0.81%,68.82MiB / 7.563GiB
1780077153000,0.72%,69.1MiB / 7.563GiB
1780077155000,0.57%,68.76MiB / 7.563GiB
1780077157000,0.90%,69.11MiB / 7.563GiB
1780077159000,0.34%,68.75MiB / 7.563GiB
1780077162000,0.43%,68.79MiB / 7.563GiB
1780077164000,0.71%,69.5MiB / 7.563GiB
1780077166000,0.42%,68.61MiB / 7.563GiB
1780077168000,1.01%,69.05MiB / 7.563GiB
1780077170000,0.88%,68.98MiB / 7.563GiB
1780077173000,7.15%,68.86MiB / 7.563GiB
1780077175000,0.31%,69.11MiB / 7.563GiB
1780077177000,0.37%,68.86MiB / 7.563GiB
1780077179000,1.05%,69.09MiB / 7.563GiB
1780077182000,0.51%,69.63MiB / 7.563GiB
1780077184000,0.71%,69.93MiB / 7.563GiB
1780077186000,1.09%,70.46MiB / 7.563GiB
1780077188000,0.51%,69.21MiB / 7.563GiB
1780077190000,0.28%,69.21MiB / 7.563GiB
1780077193000,0.24%,68.7MiB / 7.563GiB
1780077195000,0.51%,69.02MiB / 7.563GiB
1780077197000,0.19%,69.06MiB / 7.563GiB
1780077200000,0.42%,68.73MiB / 7.563GiB
1780077203000,0.50%,69.03MiB / 7.563GiB
1780077205000,1.19%,69.43MiB / 7.563GiB
1780077207000,0.61%,68.95MiB / 7.563GiB
1780077209000,0.44%,69.13MiB / 7.563GiB
1780077212000,0.48%,68.67MiB / 7.563GiB
1780077214000,0.31%,69.12MiB / 7.563GiB
1780077216000,1.21%,68.97MiB / 7.563GiB
1780077218000,0.78%,68.73MiB / 7.563GiB
1780077220000,1.02%,69.38MiB / 7.563GiB
1780077223000,0.90%,69.16MiB / 7.563GiB
1780077225000,0.48%,69.15MiB / 7.563GiB
1780077227000,0.95%,69.21MiB / 7.563GiB
1780077229000,1.09%,69.18MiB / 7.563GiB
1780077232000,0.76%,69.23MiB / 7.563GiB
1780077234000,8.39%,69.42MiB / 7.563GiB
1780077236000,0.79%,69.2MiB / 7.563GiB
1780077238000,0.61%,69.29MiB / 7.563GiB
1780077240000,0.68%,69.2MiB / 7.563GiB
1780077243000,1.15%,68.91MiB / 7.563GiB
1780077245000,0.46%,68.71MiB / 7.563GiB
1780077247000,0.50%,69.01MiB / 7.563GiB
1780077249000,0.85%,68.7MiB / 7.563GiB
1780077252000,1.37%,69.25MiB / 7.563GiB
1780077254000,0.79%,69.32MiB / 7.563GiB
1780077257000,0.93%,69MiB / 7.563GiB
1780077259000,0.31%,69.12MiB / 7.563GiB
1780077262000,0.61%,68.66MiB / 7.563GiB
1780077264000,7.01%,69.08MiB / 7.563GiB
1780077266000,0.46%,69.23MiB / 7.563GiB
1780077268000,0.27%,68.79MiB / 7.563GiB
1780077270000,0.85%,69.23MiB / 7.563GiB
1780077273000,0.78%,68.73MiB / 7.563GiB
1780077275000,0.83%,69.03MiB / 7.563GiB
1780077277000,1.04%,68.82MiB / 7.563GiB
1780077279000,0.69%,68.94MiB / 7.563GiB
1780077282000,0.37%,69.68MiB / 7.563GiB
1780077284000,0.21%,68.95MiB / 7.563GiB
1780077286000,0.95%,70MiB / 7.563GiB
1780077288000,0.66%,69.02MiB / 7.563GiB
1780077290000,0.44%,69.01MiB / 7.563GiB
1780077293000,0.52%,68.88MiB / 7.563GiB
1780077295000,0.61%,69MiB / 7.563GiB
1780077297000,1.13%,69.23MiB / 7.563GiB
1780077299000,1.56%,68.98MiB / 7.563GiB
1780077302000,1.10%,69.71MiB / 7.563GiB
1780077304000,1.03%,68.75MiB / 7.563GiB
1780077306000,1.42%,69.1MiB / 7.563GiB
1780077308000,0.44%,69.38MiB / 7.563GiB
1780077310000,0.78%,69.21MiB / 7.563GiB
1780077313000,0.54%,69.31MiB / 7.563GiB
1780077316000,1.37%,68.83MiB / 7.563GiB
1780077318000,0.64%,68.83MiB / 7.563GiB
1780077320000,0.44%,68.51MiB / 7.563GiB
1780077323000,0.67%,68.81MiB / 7.563GiB
1780077325000,0.94%,69.17MiB / 7.563GiB
1780077327000,1.31%,68.64MiB / 7.563GiB
1780077329000,0.90%,69.27MiB / 7.563GiB
1780077332000,0.74%,68.56MiB / 7.563GiB
1780077334000,0.52%,68.86MiB / 7.563GiB
1780077336000,0.35%,69.64MiB / 7.563GiB
1780077338000,0.24%,68.88MiB / 7.563GiB
1780077340000,1.05%,69.4MiB / 7.563GiB
1780077343000,1.30%,68.83MiB / 7.563GiB
1780077345000,0.96%,69.29MiB / 7.563GiB
1780077347000,0.88%,69.89MiB / 7.563GiB
1780077349000,0.84%,68.84MiB / 7.563GiB
1780077352000,0.55%,69.3MiB / 7.563GiB
1780077354000,7.54%,69.61MiB / 7.563GiB
1780077356000,0.39%,68.95MiB / 7.563GiB
1780077358000,0.37%,69.22MiB / 7.563GiB
1780077360000,0.53%,69.3MiB / 7.563GiB
1780077363000,0.53%,69.34MiB / 7.563GiB
1780077365000,0.45%,68.84MiB / 7.563GiB
1780077368000,0.24%,68.98MiB / 7.563GiB
1780077370000,0.89%,68.95MiB / 7.563GiB
1780077373000,0.84%,69.23MiB / 7.563GiB
1780077375000,0.71%,69.46MiB / 7.563GiB
1780077377000,0.71%,68.76MiB / 7.563GiB
1780077379000,0.40%,69.39MiB / 7.563GiB
1780077382000,0.48%,68.69MiB / 7.563GiB
1780077384000,0.27%,68.91MiB / 7.563GiB
1780077386000,0.25%,69.27MiB / 7.563GiB
1780077388000,0.50%,68.82MiB / 7.563GiB
1780077390000,1.14%,69.28MiB / 7.563GiB
1780077393000,0.97%,69.04MiB / 7.563GiB
1780077395000,0.44%,69.05MiB / 7.563GiB
1780077397000,0.59%,69.35MiB / 7.563GiB
1780077399000,0.35%,68.95MiB / 7.563GiB
1780077402000,0.67%,69.74MiB / 7.563GiB
1780077404000,0.38%,68.98MiB / 7.563GiB
1780077406000,0.51%,69.09MiB / 7.563GiB
1780077408000,0.82%,69.16MiB / 7.563GiB
1780077410000,0.70%,69.3MiB / 7.563GiB
1780077413000,0.41%,69.55MiB / 7.563GiB
1780077415000,0.81%,69.32MiB / 7.563GiB
1780077417000,1.19%,69.21MiB / 7.563GiB
1780077419000,1.08%,68.88MiB / 7.563GiB
1780077423000,1.08%,69.12MiB / 7.563GiB
1780077425000,1.32%,69.11MiB / 7.563GiB
1780077427000,1.18%,68.96MiB / 7.563GiB
1780077429000,0.76%,69.37MiB / 7.563GiB
1780077432000,0.66%,68.82MiB / 7.563GiB
1780077434000,0.51%,69.35MiB / 7.563GiB
1780077436000,0.53%,69.43MiB / 7.563GiB
1780077438000,0.54%,68.9MiB / 7.563GiB
1780077440000,1.01%,69.82MiB / 7.563GiB
1780077443000,0.70%,69.33MiB / 7.563GiB
1780077445000,7.50%,69.24MiB / 7.563GiB
1780077447000,0.45%,69.45MiB / 7.563GiB
1780077449000,0.31%,69.08MiB / 7.563GiB
1780077452000,0.35%,69.39MiB / 7.563GiB
1780077454000,0.28%,68.92MiB / 7.563GiB
1780077456000,0.40%,69.2MiB / 7.563GiB
1780077458000,0.21%,69.45MiB / 7.563GiB
1780077460000,0.41%,69.33MiB / 7.563GiB
1780077463000,0.62%,69.83MiB / 7.563GiB
1780077465000,0.69%,69.31MiB / 7.563GiB
1780077467000,0.44%,69.49MiB / 7.563GiB
1780077469000,0.23%,69.07MiB / 7.563GiB
1780077472000,0.38%,69.65MiB / 7.563GiB
1780077474000,1.33%,70.03MiB / 7.563GiB
1780077476000,0.54%,69.31MiB / 7.563GiB
1780077479000,0.38%,69.62MiB / 7.563GiB
1780077481000,0.53%,69.48MiB / 7.563GiB
1780077484000,0.54%,69.3MiB / 7.563GiB
1780077486000,0.55%,69.53MiB / 7.563GiB
1780077488000,0.43%,69.05MiB / 7.563GiB
1780077490000,0.82%,69.49MiB / 7.563GiB
1780077493000,0.95%,69.02MiB / 7.563GiB
1780077495000,0.76%,69.25MiB / 7.563GiB
1780077497000,0.73%,68.79MiB / 7.563GiB
1780077499000,0.70%,69.33MiB / 7.563GiB
1780077502000,0.72%,69.46MiB / 7.563GiB
1780077504000,0.69%,69.13MiB / 7.563GiB
1780077506000,0.30%,69.26MiB / 7.563GiB
1780077508000,1.23%,69.54MiB / 7.563GiB
1780077510000,0.80%,69.25MiB / 7.563GiB
1780077513000,0.86%,69.48MiB / 7.563GiB
1780077515000,0.82%,69.01MiB / 7.563GiB
1780077517000,1.09%,69.32MiB / 7.563GiB
1780077519000,0.27%,68.94MiB / 7.563GiB
1780077522000,0.72%,69.42MiB / 7.563GiB
1780077524000,0.21%,69.47MiB / 7.563GiB
1780077526000,0.32%,69.26MiB / 7.563GiB
1780077528000,0.77%,69.73MiB / 7.563GiB
1780077530000,1.02%,69.7MiB / 7.563GiB
1780077533000,0.75%,69.71MiB / 7.563GiB
1780077535000,7.40%,69.55MiB / 7.563GiB
1780077538000,0.63%,69.5MiB / 7.563GiB
1780077540000,1.75%,69.05MiB / 7.563GiB
1780077543000,0.97%,69.17MiB / 7.563GiB
1780077545000,0.44%,69.48MiB / 7.563GiB
1780077547000,0.75%,69.61MiB / 7.563GiB
1780077549000,0.50%,69.77MiB / 7.563GiB
1780077552000,0.55%,69.52MiB / 7.563GiB
1780077554000,0.45%,69.06MiB / 7.563GiB
1780077556000,0.82%,69.37MiB / 7.563GiB
1780077558000,0.63%,68.85MiB / 7.563GiB
1780077560000,0.72%,69.77MiB / 7.563GiB
1780077563000,0.49%,68.86MiB / 7.563GiB
1780077565000,7.61%,69.78MiB / 7.563GiB
1780077567000,1.07%,69.44MiB / 7.563GiB
1780077569000,0.57%,69.07MiB / 7.563GiB
1780077572000,1.00%,69.36MiB / 7.563GiB
1780077574000,1.18%,68.91MiB / 7.563GiB
1780077576000,0.42%,69.14MiB / 7.563GiB
1780077578000,0.48%,69.44MiB / 7.563GiB
1780077580000,0.71%,69.38MiB / 7.563GiB
1780077583000,0.69%,69.68MiB / 7.563GiB
1780077585000,0.63%,69.15MiB / 7.563GiB
1780077587000,0.46%,69.2MiB / 7.563GiB
1780077589000,0.41%,69.59MiB / 7.563GiB
1780077593000,0.44%,69.12MiB / 7.563GiB
1780077595000,0.76%,69.43MiB / 7.563GiB
1780077597000,0.28%,68.98MiB / 7.563GiB
1780077599000,0.49%,69.34MiB / 7.563GiB
1780077601000,0.66%,69.21MiB / 7.563GiB
1780077604000,1.11%,69.56MiB / 7.563GiB
1780077606000,0.31%,69.54MiB / 7.563GiB
1780077608000,0.57%,69.36MiB / 7.563GiB
1780077610000,0.31%,70.01MiB / 7.563GiB
1780077613000,0.68%,69.07MiB / 7.563GiB
1780077615000,0.73%,69.29MiB / 7.563GiB
1780077617000,0.87%,69.61MiB / 7.563GiB
1780077619000,0.84%,70.05MiB / 7.563GiB
1780077622000,1.17%,70.44MiB / 7.563GiB
1780077624000,0.32%,70.2MiB / 7.563GiB
1780077626000,6.77%,69.77MiB / 7.563GiB
1780077628000,0.72%,69.77MiB / 7.563GiB
1780077630000,1.07%,69.29MiB / 7.563GiB
1780077633000,0.73%,69.57MiB / 7.563GiB
1780077635000,0.65%,69.11MiB / 7.563GiB
1780077637000,1.01%,69.42MiB / 7.563GiB
1780077639000,0.79%,69.04MiB / 7.563GiB
1780077642000,0.73%,69.68MiB / 7.563GiB
1780077644000,0.49%,69.82MiB / 7.563GiB
1780077646000,0.66%,69.33MiB / 7.563GiB
1780077649000,0.69%,69.62MiB / 7.563GiB
1780077651000,0.59%,69.05MiB / 7.563GiB
1780077654000,0.51%,69.3MiB / 7.563GiB
1780077656000,7.09%,69.65MiB / 7.563GiB
1780077658000,1.08%,69.72MiB / 7.563GiB
1780077660000,1.08%,69.98MiB / 7.563GiB
1780077663000,0.84%,69.25MiB / 7.563GiB
1780077665000,0.68%,69.48MiB / 7.563GiB
1780077667000,1.30%,69.89MiB / 7.563GiB
1780077669000,0.89%,69.4MiB / 7.563GiB
1780077672000,0.40%,69.65MiB / 7.563GiB
1780077674000,0.34%,69.67MiB / 7.563GiB
