Timestamp,CPU_Perc,Mem_Usage
1780075235000,0.46%,67.92MiB / 7.563GiB
1780075237000,0.71%,68.87MiB / 7.563GiB
1780075241000,0.48%,67.94MiB / 7.563GiB
1780075243000,8.49%,68.3MiB / 7.563GiB
1780075245000,0.81%,68.79MiB / 7.563GiB
1780075247000,0.61%,68.05MiB / 7.563GiB
1780075249000,0.26%,68.2MiB / 7.563GiB
1780075252000,0.21%,68.52MiB / 7.563GiB
1780075254000,0.67%,67.91MiB / 7.563GiB
1780075256000,0.36%,68.39MiB / 7.563GiB
1780075258000,0.55%,67.81MiB / 7.563GiB
1780075261000,0.61%,68.12MiB / 7.563GiB
1780075263000,0.46%,68.43MiB / 7.563GiB
1780075265000,0.62%,68.13MiB / 7.563GiB
1780075267000,0.50%,68.38MiB / 7.563GiB
1780075270000,0.35%,68.05MiB / 7.563GiB
1780075272000,8.17%,68.23MiB / 7.563GiB
1780075274000,0.65%,67.94MiB / 7.563GiB
1780075276000,0.64%,68.5MiB / 7.563GiB
1780075278000,0.33%,68.61MiB / 7.563GiB
1780075281000,0.30%,67.95MiB / 7.563GiB
1780075283000,0.49%,68.25MiB / 7.563GiB
1780075285000,0.30%,67.7MiB / 7.563GiB
1780075287000,0.46%,68.16MiB / 7.563GiB
1780075290000,0.33%,68.46MiB / 7.563GiB
1780075292000,0.62%,67.98MiB / 7.563GiB
1780075294000,0.51%,68.23MiB / 7.563GiB
1780075297000,0.48%,68.54MiB / 7.563GiB
1780075299000,0.23%,68.25MiB / 7.563GiB
1780075302000,0.40%,68.31MiB / 7.563GiB
1780075304000,0.25%,67.86MiB / 7.563GiB
1780075306000,0.20%,68.42MiB / 7.563GiB
1780075308000,0.46%,67.81MiB / 7.563GiB
1780075311000,1.07%,68.12MiB / 7.563GiB
1780075313000,0.49%,68.34MiB / 7.563GiB
1780075315000,0.40%,67.97MiB / 7.563GiB
1780075317000,0.93%,68.19MiB / 7.563GiB
1780075319000,0.63%,67.71MiB / 7.563GiB
1780075322000,0.22%,67.94MiB / 7.563GiB
1780075324000,0.41%,68.25MiB / 7.563GiB
1780075326000,0.29%,67.79MiB / 7.563GiB
1780075328000,0.55%,68.35MiB / 7.563GiB
1780075331000,0.56%,68.59MiB / 7.563GiB
1780075333000,5.91%,67.96MiB / 7.563GiB
1780075335000,0.32%,68.27MiB / 7.563GiB
1780075337000,0.36%,67.94MiB / 7.563GiB
1780075340000,0.49%,68.23MiB / 7.563GiB
1780075342000,0.52%,68.15MiB / 7.563GiB
1780075344000,0.40%,68.51MiB / 7.563GiB
1780075346000,0.88%,68.88MiB / 7.563GiB
1780075348000,0.41%,68.18MiB / 7.563GiB
1780075351000,0.28%,68.95MiB / 7.563GiB
1780075354000,0.32%,68.23MiB / 7.563GiB
1780075356000,0.43%,68.53MiB / 7.563GiB
1780075358000,0.65%,67.72MiB / 7.563GiB
1780075361000,0.36%,67.95MiB / 7.563GiB
1780075363000,8.50%,68.38MiB / 7.563GiB
1780075365000,0.75%,68.33MiB / 7.563GiB
1780075367000,0.42%,68.09MiB / 7.563GiB
1780075369000,0.22%,68.7MiB / 7.563GiB
1780075372000,0.22%,68.14MiB / 7.563GiB
1780075374000,0.46%,68.47MiB / 7.563GiB
1780075376000,0.30%,67.91MiB / 7.563GiB
1780075378000,0.41%,68.45MiB / 7.563GiB
1780075381000,0.54%,68MiB / 7.563GiB
1780075383000,0.68%,68.06MiB / 7.563GiB
1780075385000,0.75%,68.79MiB / 7.563GiB
1780075387000,0.73%,67.83MiB / 7.563GiB
1780075389000,0.23%,68.21MiB / 7.563GiB
1780075392000,0.61%,67.81MiB / 7.563GiB
1780075394000,0.55%,68.15MiB / 7.563GiB
1780075396000,0.48%,68.39MiB / 7.563GiB
1780075398000,0.30%,68MiB / 7.563GiB
1780075401000,0.46%,68.55MiB / 7.563GiB
1780075403000,1.22%,68.91MiB / 7.563GiB
1780075405000,0.29%,69.14MiB / 7.563GiB
1780075408000,0.63%,69.58MiB / 7.563GiB
1780075411000,0.87%,68.77MiB / 7.563GiB
1780075413000,0.74%,68.77MiB / 7.563GiB
1780075415000,0.50%,68.25MiB / 7.563GiB
1780075417000,0.56%,68.3MiB / 7.563GiB
1780075419000,0.33%,68.88MiB / 7.563GiB
1780075422000,0.61%,68.08MiB / 7.563GiB
1780075424000,0.32%,68.33MiB / 7.563GiB
1780075426000,0.23%,68.42MiB / 7.563GiB
1780075428000,0.41%,68.12MiB / 7.563GiB
1780075431000,0.62%,68.46MiB / 7.563GiB
1780075433000,0.56%,67.9MiB / 7.563GiB
1780075435000,0.43%,68.56MiB / 7.563GiB
1780075437000,0.94%,68.51MiB / 7.563GiB
1780075439000,0.54%,68.11MiB / 7.563GiB
1780075442000,0.23%,68.34MiB / 7.563GiB
1780075444000,0.19%,67.88MiB / 7.563GiB
1780075446000,0.31%,68.18MiB / 7.563GiB
1780075448000,0.63%,67.86MiB / 7.563GiB
1780075451000,0.60%,68.39MiB / 7.563GiB
1780075453000,10.85%,68.51MiB / 7.563GiB
1780075455000,0.47%,67.97MiB / 7.563GiB
1780075457000,0.43%,68.4MiB / 7.563GiB
1780075460000,0.67%,68.04MiB / 7.563GiB
1780075462000,0.47%,68.45MiB / 7.563GiB
1780075465000,0.64%,67.86MiB / 7.563GiB
1780075467000,0.96%,68.42MiB / 7.563GiB
1780075469000,0.52%,68.47MiB / 7.563GiB
1780075472000,0.22%,68.07MiB / 7.563GiB
1780075474000,0.32%,68.7MiB / 7.563GiB
1780075476000,0.51%,67.99MiB / 7.563GiB
1780075478000,0.64%,68.22MiB / 7.563GiB
1780075481000,0.98%,68.86MiB / 7.563GiB
1780075483000,0.62%,67.93MiB / 7.563GiB
1780075485000,0.77%,68.51MiB / 7.563GiB
1780075487000,0.58%,68.51MiB / 7.563GiB
1780075489000,0.24%,67.94MiB / 7.563GiB
1780075492000,0.22%,68.25MiB / 7.563GiB
1780075494000,0.37%,67.79MiB / 7.563GiB
1780075496000,0.41%,68.06MiB / 7.563GiB
1780075498000,0.57%,69.02MiB / 7.563GiB
1780075501000,0.45%,67.98MiB / 7.563GiB
1780075503000,0.76%,68.29MiB / 7.563GiB
1780075505000,0.47%,67.81MiB / 7.563GiB
1780075507000,0.83%,68.37MiB / 7.563GiB
1780075510000,0.33%,68.5MiB / 7.563GiB
1780075512000,0.37%,68.02MiB / 7.563GiB
1780075515000,0.63%,68.37MiB / 7.563GiB
1780075517000,0.81%,68.36MiB / 7.563GiB
1780075519000,0.23%,68.5MiB / 7.563GiB
1780075522000,0.33%,67.83MiB / 7.563GiB
1780075524000,0.45%,68.14MiB / 7.563GiB
1780075526000,0.29%,68.56MiB / 7.563GiB
1780075528000,0.48%,68.34MiB / 7.563GiB
1780075531000,0.45%,68.74MiB / 7.563GiB
1780075533000,0.71%,68.63MiB / 7.563GiB
1780075535000,0.43%,68.61MiB / 7.563GiB
1780075537000,0.42%,68.45MiB / 7.563GiB
1780075539000,0.24%,68.01MiB / 7.563GiB
1780075542000,0.71%,68.48MiB / 7.563GiB
1780075544000,7.91%,67.82MiB / 7.563GiB
1780075546000,0.29%,68.3MiB / 7.563GiB
1780075548000,0.50%,68.28MiB / 7.563GiB
1780075551000,0.89%,68.12MiB / 7.563GiB
1780075553000,0.55%,68.42MiB / 7.563GiB
1780075555000,0.50%,68.39MiB / 7.563GiB
1780075557000,0.21%,68.26MiB / 7.563GiB
1780075560000,0.24%,68.79MiB / 7.563GiB
1780075562000,0.56%,68.32MiB / 7.563GiB
1780075564000,0.24%,68.32MiB / 7.563GiB
1780075566000,0.51%,67.87MiB / 7.563GiB
1780075568000,0.41%,68.55MiB / 7.563GiB
1780075571000,0.64%,67.84MiB / 7.563GiB
1780075574000,0.31%,68.07MiB / 7.563GiB
1780075576000,0.32%,68.44MiB / 7.563GiB
1780075578000,0.38%,68.3MiB / 7.563GiB
1780075581000,0.80%,68.41MiB / 7.563GiB
1780075583000,0.90%,68.41MiB / 7.563GiB
1780075585000,0.46%,68.41MiB / 7.563GiB
1780075587000,1.02%,68.77MiB / 7.563GiB
1780075589000,0.63%,68.44MiB / 7.563GiB
1780075592000,0.16%,68.36MiB / 7.563GiB
1780075594000,0.32%,68.62MiB / 7.563GiB
1780075596000,0.80%,68.73MiB / 7.563GiB
1780075598000,0.72%,67.96MiB / 7.563GiB
1780075601000,0.44%,68.19MiB / 7.563GiB
1780075603000,0.44%,68.5MiB / 7.563GiB
1780075605000,0.77%,69MiB / 7.563GiB
1780075607000,0.53%,68.5MiB / 7.563GiB
1780075609000,0.31%,67.89MiB / 7.563GiB
1780075612000,0.34%,68.36MiB / 7.563GiB
1780075614000,0.42%,68.46MiB / 7.563GiB
1780075616000,0.20%,68.69MiB / 7.563GiB
1780075618000,0.43%,68.21MiB / 7.563GiB
1780075621000,0.59%,68.51MiB / 7.563GiB
1780075623000,0.44%,68.48MiB / 7.563GiB
1780075625000,0.61%,68.31MiB / 7.563GiB
1780075628000,0.62%,68MiB / 7.563GiB
1780075631000,0.26%,68.22MiB / 7.563GiB
1780075633000,0.40%,68.77MiB / 7.563GiB
1780075635000,8.56%,68.39MiB / 7.563GiB
1780075637000,0.33%,68.33MiB / 7.563GiB
1780075639000,0.41%,67.98MiB / 7.563GiB
1780075642000,0.32%,68.29MiB / 7.563GiB
1780075644000,0.64%,68.76MiB / 7.563GiB
1780075646000,0.21%,68.28MiB / 7.563GiB
1780075648000,0.41%,68.98MiB / 7.563GiB
1780075651000,0.43%,68.08MiB / 7.563GiB
1780075653000,0.59%,68.6MiB / 7.563GiB
1780075655000,0.50%,68.61MiB / 7.563GiB
1780075657000,0.61%,68.4MiB / 7.563GiB
1780075659000,0.34%,68.95MiB / 7.563GiB
1780075662000,0.52%,68.74MiB / 7.563GiB
1780075664000,8.61%,68.43MiB / 7.563GiB
1780075666000,0.30%,68.31MiB / 7.563GiB
1780075668000,0.52%,68.37MiB / 7.563GiB
1780075671000,0.82%,69MiB / 7.563GiB
1780075673000,0.53%,67.98MiB / 7.563GiB
1780075675000,0.40%,68.28MiB / 7.563GiB
1780075677000,0.27%,67.9MiB / 7.563GiB
1780075680000,0.46%,68.2MiB / 7.563GiB
1780075682000,0.20%,68.42MiB / 7.563GiB
1780075685000,0.21%,68.45MiB / 7.563GiB
1780075687000,0.39%,68.29MiB / 7.563GiB
1780075689000,0.52%,68.75MiB / 7.563GiB
1780075692000,0.91%,68.18MiB / 7.563GiB
1780075694000,0.45%,68.43MiB / 7.563GiB
1780075696000,0.39%,69.04MiB / 7.563GiB
1780075698000,0.44%,68.27MiB / 7.563GiB
1780075701000,1.13%,68.84MiB / 7.563GiB
1780075703000,0.80%,68.11MiB / 7.563GiB
1780075705000,0.51%,68.58MiB / 7.563GiB
1780075707000,0.67%,68.89MiB / 7.563GiB
1780075709000,0.44%,68.68MiB / 7.563GiB
1780075712000,0.22%,68.46MiB / 7.563GiB
1780075714000,0.21%,68.25MiB / 7.563GiB
1780075716000,0.52%,68.71MiB / 7.563GiB
1780075718000,0.75%,68.5MiB / 7.563GiB
1780075721000,0.53%,68.5MiB / 7.563GiB
1780075723000,0.46%,68.55MiB / 7.563GiB
1780075725000,8.51%,68.4MiB / 7.563GiB
1780075727000,0.42%,68.54MiB / 7.563GiB
1780075730000,0.26%,68.64MiB / 7.563GiB
1780075732000,0.20%,68.29MiB / 7.563GiB
1780075735000,0.46%,69.07MiB / 7.563GiB
1780075737000,0.25%,68.03MiB / 7.563GiB
1780075739000,0.51%,68.7MiB / 7.563GiB
1780075742000,1.06%,68.8MiB / 7.563GiB
1780075744000,0.49%,68.15MiB / 7.563GiB
1780075746000,0.95%,68.62MiB / 7.563GiB
1780075748000,0.49%,68.02MiB / 7.563GiB
1780075751000,0.41%,68.58MiB / 7.563GiB
1780075753000,0.35%,68.83MiB / 7.563GiB
1780075755000,7.83%,68.23MiB / 7.563GiB
1780075757000,0.60%,68.64MiB / 7.563GiB
1780075759000,0.31%,68.85MiB / 7.563GiB
1780075762000,0.34%,68.2MiB / 7.563GiB
1780075764000,0.45%,69MiB / 7.563GiB
1780075766000,0.29%,68.44MiB / 7.563GiB
1780075768000,0.44%,68.45MiB / 7.563GiB
1780075771000,0.55%,68.24MiB / 7.563GiB
1780075773000,1.01%,68.28MiB / 7.563GiB
1780075775000,0.44%,68.65MiB / 7.563GiB
1780075777000,0.42%,69.12MiB / 7.563GiB
1780075779000,0.38%,68.53MiB / 7.563GiB
1780075782000,0.49%,68.83MiB / 7.563GiB
1780075784000,0.25%,68.3MiB / 7.563GiB
1780075786000,0.26%,68.41MiB / 7.563GiB
1780075789000,0.41%,68.62MiB / 7.563GiB
1780075792000,0.65%,68.42MiB / 7.563GiB
1780075794000,0.48%,68.73MiB / 7.563GiB
1780075796000,0.49%,68.76MiB / 7.563GiB
1780075798000,0.23%,68.56MiB / 7.563GiB
1780075801000,0.71%,68.09MiB / 7.563GiB
1780075803000,0.40%,68.37MiB / 7.563GiB
1780075805000,0.20%,68.62MiB / 7.563GiB
1780075807000,0.31%,68.14MiB / 7.563GiB
1780075809000,0.50%,68.84MiB / 7.563GiB
1780075812000,0.77%,68.11MiB / 7.563GiB
1780075814000,0.31%,68.36MiB / 7.563GiB
1780075816000,6.23%,67.98MiB / 7.563GiB
1780075818000,0.44%,68.39MiB / 7.563GiB
1780075821000,0.50%,68.71MiB / 7.563GiB
1780075823000,0.31%,68.15MiB / 7.563GiB
1780075825000,0.34%,68.46MiB / 7.563GiB
1780075827000,0.63%,68.29MiB / 7.563GiB
1780075829000,0.49%,68.41MiB / 7.563GiB
1780075832000,0.22%,68.86MiB / 7.563GiB
1780075834000,0.24%,68.42MiB / 7.563GiB
1780075836000,0.51%,68.7MiB / 7.563GiB
1780075838000,0.82%,68.19MiB / 7.563GiB
1780075841000,0.45%,68.42MiB / 7.563GiB
1780075843000,0.61%,68.15MiB / 7.563GiB
1780075845000,7.74%,68.63MiB / 7.563GiB
1780075847000,0.43%,68.94MiB / 7.563GiB
1780075851000,0.19%,68.16MiB / 7.563GiB
1780075853000,0.32%,68.88MiB / 7.563GiB
1780075855000,0.49%,68.95MiB / 7.563GiB
1780075857000,0.22%,69.03MiB / 7.563GiB
1780075859000,0.41%,69.49MiB / 7.563GiB
1780075862000,0.45%,68.73MiB / 7.563GiB
1780075864000,0.63%,68.73MiB / 7.563GiB
1780075866000,0.54%,68.2MiB / 7.563GiB
1780075868000,0.43%,68.58MiB / 7.563GiB
1780075871000,0.20%,68.64MiB / 7.563GiB
1780075873000,0.35%,68.18MiB / 7.563GiB
1780075875000,0.44%,68.89MiB / 7.563GiB
1780075877000,0.40%,68.3MiB / 7.563GiB
1780075879000,0.40%,68.45MiB / 7.563GiB
1780075882000,0.44%,67.98MiB / 7.563GiB
1780075884000,0.57%,68.54MiB / 7.563GiB
1780075886000,0.35%,68.51MiB / 7.563GiB
1780075888000,0.42%,68.41MiB / 7.563GiB
1780075891000,0.48%,68.49MiB / 7.563GiB
1780075893000,0.75%,68.36MiB / 7.563GiB
1780075895000,0.41%,68.53MiB / 7.563GiB
1780075897000,0.49%,68.59MiB / 7.563GiB
1780075899000,0.36%,68.43MiB / 7.563GiB
1780075902000,0.41%,68.48MiB / 7.563GiB
1780075904000,0.21%,68.71MiB / 7.563GiB
1780075907000,3.17%,68.81MiB / 7.563GiB
1780075909000,0.54%,68.04MiB / 7.563GiB
1780075912000,0.63%,68.54MiB / 7.563GiB
1780075914000,0.53%,68.74MiB / 7.563GiB
1780075916000,0.54%,68.28MiB / 7.563GiB
1780075918000,0.22%,68.44MiB / 7.563GiB
1780075921000,0.47%,67.98MiB / 7.563GiB
1780075923000,0.20%,68.2MiB / 7.563GiB
1780075925000,0.19%,68.5MiB / 7.563GiB
1780075927000,0.56%,68.05MiB / 7.563GiB
1780075929000,0.60%,68.64MiB / 7.563GiB
1780075932000,0.50%,68.15MiB / 7.563GiB
1780075934000,0.49%,68.27MiB / 7.563GiB
1780075936000,7.85%,68.71MiB / 7.563GiB
1780075938000,0.31%,68.24MiB / 7.563GiB
1780075941000,0.46%,68.96MiB / 7.563GiB
1780075943000,0.47%,68.24MiB / 7.563GiB
1780075945000,0.45%,69.04MiB / 7.563GiB
1780075947000,0.57%,68.81MiB / 7.563GiB
1780075949000,0.59%,68.51MiB / 7.563GiB
1780075952000,0.31%,68.51MiB / 7.563GiB
1780075954000,0.37%,68.03MiB / 7.563GiB
1780075956000,0.47%,68.34MiB / 7.563GiB
1780075958000,0.78%,68.45MiB / 7.563GiB
1780075961000,0.38%,68.23MiB / 7.563GiB
1780075963000,0.36%,68.86MiB / 7.563GiB
1780075965000,0.72%,68.32MiB / 7.563GiB
1780075968000,0.49%,68.43MiB / 7.563GiB
1780075970000,0.20%,68.25MiB / 7.563GiB
1780075973000,0.29%,68.82MiB / 7.563GiB
1780075975000,0.60%,69.11MiB / 7.563GiB
1780075977000,0.23%,68.39MiB / 7.563GiB
1780075979000,0.48%,69.07MiB / 7.563GiB
1780075982000,0.43%,68.15MiB / 7.563GiB
1780075984000,0.68%,68.45MiB / 7.563GiB
1780075986000,0.43%,69.14MiB / 7.563GiB
1780075988000,0.26%,68.52MiB / 7.563GiB
1780075991000,0.23%,68.8MiB / 7.563GiB
1780075993000,0.44%,68.14MiB / 7.563GiB
1780075995000,0.35%,68.52MiB / 7.563GiB
1780075997000,0.60%,68.71MiB / 7.563GiB
1780075999000,0.47%,68.41MiB / 7.563GiB
1780076002000,0.52%,68.71MiB / 7.563GiB
1780076004000,0.56%,68.22MiB / 7.563GiB
1780076006000,0.44%,68.47MiB / 7.563GiB
1780076008000,0.23%,68.34MiB / 7.563GiB
1780076011000,0.32%,68.89MiB / 7.563GiB
1780076013000,0.52%,68.76MiB / 7.563GiB
1780076015000,0.36%,68.38MiB / 7.563GiB
1780076017000,0.53%,69MiB / 7.563GiB
1780076019000,0.29%,68.15MiB / 7.563GiB
1780076022000,0.57%,69.16MiB / 7.563GiB
1780076024000,0.25%,68.68MiB / 7.563GiB
1780076027000,9.26%,68.31MiB / 7.563GiB
1780076029000,0.60%,69.01MiB / 7.563GiB
1780076032000,0.78%,68.37MiB / 7.563GiB
1780076034000,0.45%,68.62MiB / 7.563GiB
1780076036000,0.42%,68.16MiB / 7.563GiB
1780076038000,0.38%,68.42MiB / 7.563GiB
1780076041000,0.63%,68.36MiB / 7.563GiB
1780076043000,0.19%,68.39MiB / 7.563GiB
1780076045000,0.28%,68.75MiB / 7.563GiB
1780076047000,0.41%,68.04MiB / 7.563GiB
1780076049000,0.88%,68.53MiB / 7.563GiB
1780076052000,0.47%,69.01MiB / 7.563GiB
1780076054000,0.44%,68.5MiB / 7.563GiB
1780076056000,0.66%,68.7MiB / 7.563GiB
1780076058000,0.32%,68.23MiB / 7.563GiB
1780076061000,0.48%,68.7MiB / 7.563GiB
1780076063000,0.24%,68.76MiB / 7.563GiB
1780076065000,0.33%,68.79MiB / 7.563GiB
1780076067000,0.66%,69.3MiB / 7.563GiB
1780076069000,0.59%,68.75MiB / 7.563GiB
1780076072000,0.44%,68.51MiB / 7.563GiB
1780076074000,1.01%,68.77MiB / 7.563GiB
1780076076000,0.68%,68.17MiB / 7.563GiB
1780076079000,1.25%,68.82MiB / 7.563GiB
1780076082000,0.48%,68.77MiB / 7.563GiB
1780076084000,0.43%,68.52MiB / 7.563GiB
1780076086000,0.52%,68.79MiB / 7.563GiB
1780076088000,0.63%,68.34MiB / 7.563GiB
1780076091000,0.21%,69.24MiB / 7.563GiB
1780076093000,0.22%,68.3MiB / 7.563GiB
1780076095000,0.57%,68.9MiB / 7.563GiB
1780076097000,0.26%,69.12MiB / 7.563GiB
1780076099000,0.44%,68.58MiB / 7.563GiB
1780076102000,0.42%,68.86MiB / 7.563GiB
1780076104000,1.43%,68.22MiB / 7.563GiB
1780076106000,0.42%,68.43MiB / 7.563GiB
1780076108000,0.45%,68.03MiB / 7.563GiB
1780076111000,0.21%,68.33MiB / 7.563GiB
1780076113000,0.36%,68.64MiB / 7.563GiB
1780076115000,0.41%,68.14MiB / 7.563GiB
1780076117000,16.54%,68.59MiB / 7.563GiB
1780076119000,0.43%,68.91MiB / 7.563GiB
1780076122000,0.54%,68.32MiB / 7.563GiB
1780076124000,0.63%,68.63MiB / 7.563GiB
1780076126000,0.40%,68.09MiB / 7.563GiB
1780076128000,0.43%,68.63MiB / 7.563GiB
1780076131000,0.40%,68.14MiB / 7.563GiB
1780076134000,0.89%,68.46MiB / 7.563GiB
1780076136000,0.44%,68.61MiB / 7.563GiB
1780076138000,0.59%,68.55MiB / 7.563GiB
1780076140000,0.21%,68.52MiB / 7.563GiB
1780076143000,0.53%,68.58MiB / 7.563GiB
1780076145000,0.20%,68.55MiB / 7.563GiB
1780076147000,3.14%,73.38MiB / 7.563GiB
1780076149000,0.39%,68.54MiB / 7.563GiB
1780076152000,0.64%,68.92MiB / 7.563GiB
1780076155000,0.69%,68.13MiB / 7.563GiB
1780076157000,0.69%,68.44MiB / 7.563GiB
1780076159000,0.57%,68.31MiB / 7.563GiB
1780076162000,1.14%,68.39MiB / 7.563GiB
1780076164000,0.25%,68.61MiB / 7.563GiB
1780076166000,0.36%,68.91MiB / 7.563GiB
1780076168000,0.61%,68.41MiB / 7.563GiB
1780076171000,0.88%,68.71MiB / 7.563GiB
1780076173000,0.92%,68.68MiB / 7.563GiB
1780076175000,0.63%,68.48MiB / 7.563GiB
1780076177000,0.48%,68.79MiB / 7.563GiB
1780076179000,0.58%,68.68MiB / 7.563GiB
1780076182000,0.70%,69.21MiB / 7.563GiB
1780076184000,0.37%,68.52MiB / 7.563GiB
1780076186000,0.75%,68.58MiB / 7.563GiB
1780076188000,0.34%,68.21MiB / 7.563GiB
1780076191000,0.65%,68.76MiB / 7.563GiB
1780076193000,0.19%,68.74MiB / 7.563GiB
1780076195000,0.39%,68.27MiB / 7.563GiB
1780076197000,0.87%,69.03MiB / 7.563GiB
1780076200000,1.08%,68.35MiB / 7.563GiB
1780076203000,0.70%,68.54MiB / 7.563GiB
1780076205000,0.48%,68.33MiB / 7.563GiB
1780076207000,0.62%,68.38MiB / 7.563GiB
1780076209000,0.54%,68.95MiB / 7.563GiB
1780076212000,0.53%,68.46MiB / 7.563GiB
1780076214000,0.25%,68.77MiB / 7.563GiB
1780076216000,0.57%,68.76MiB / 7.563GiB
1780076218000,0.72%,68.83MiB / 7.563GiB
1780076221000,0.98%,68.7MiB / 7.563GiB
1780076223000,0.44%,68.36MiB / 7.563GiB
1780076225000,0.73%,68.9MiB / 7.563GiB
1780076227000,1.08%,68.65MiB / 7.563GiB
1780076229000,0.62%,68.62MiB / 7.563GiB
1780076232000,0.52%,68.24MiB / 7.563GiB
1780076234000,0.33%,68.63MiB / 7.563GiB
1780076236000,0.67%,68.69MiB / 7.563GiB
1780076238000,0.72%,68.61MiB / 7.563GiB
1780076241000,0.49%,68.83MiB / 7.563GiB
1780076243000,0.60%,68.13MiB / 7.563GiB
1780076245000,0.55%,68.44MiB / 7.563GiB
1780076247000,0.22%,68.66MiB / 7.563GiB
1780076249000,0.44%,68.55MiB / 7.563GiB
1780076252000,1.89%,68.7MiB / 7.563GiB
1780076254000,0.88%,68.67MiB / 7.563GiB
1780076257000,0.44%,68.61MiB / 7.563GiB
1780076259000,0.32%,69.02MiB / 7.563GiB
1780076262000,0.28%,68.36MiB / 7.563GiB
1780076264000,0.56%,68.91MiB / 7.563GiB
1780076266000,0.23%,68.32MiB / 7.563GiB
1780076268000,8.20%,69.09MiB / 7.563GiB
1780076271000,0.55%,68.45MiB / 7.563GiB
1780076273000,0.62%,68.94MiB / 7.563GiB
1780076275000,0.82%,69.01MiB / 7.563GiB
1780076277000,0.52%,68.28MiB / 7.563GiB
1780076279000,0.22%,68.82MiB / 7.563GiB
1780076282000,0.53%,68.5MiB / 7.563GiB
1780076284000,0.55%,68.55MiB / 7.563GiB
1780076286000,0.43%,69.38MiB / 7.563GiB
1780076288000,0.21%,68.65MiB / 7.563GiB
1780076291000,0.21%,68.71MiB / 7.563GiB
1780076293000,0.46%,68.25MiB / 7.563GiB
1780076295000,0.20%,68.48MiB / 7.563GiB
1780076298000,0.25%,69.03MiB / 7.563GiB
1780076300000,0.74%,69.79MiB / 7.563GiB
1780076303000,1.12%,69.68MiB / 7.563GiB
1780076305000,0.44%,69.37MiB / 7.563GiB
1780076307000,0.48%,69.12MiB / 7.563GiB
1780076309000,0.42%,68.21MiB / 7.563GiB
1780076312000,0.47%,68.69MiB / 7.563GiB
1780076314000,0.20%,68.94MiB / 7.563GiB
1780076316000,0.20%,68.73MiB / 7.563GiB
1780076318000,0.53%,68.77MiB / 7.563GiB
1780076321000,1.00%,68.55MiB / 7.563GiB
1780076323000,0.90%,68.82MiB / 7.563GiB
1780076325000,0.71%,68.82MiB / 7.563GiB
1780076327000,0.53%,68.36MiB / 7.563GiB
1780076329000,0.29%,68.79MiB / 7.563GiB
1780076332000,0.73%,68.49MiB / 7.563GiB
1780076334000,0.49%,68.8MiB / 7.563GiB
1780076336000,0.49%,68.24MiB / 7.563GiB
1780076338000,0.38%,68.57MiB / 7.563GiB
1780076341000,0.74%,69.34MiB / 7.563GiB
1780076343000,0.34%,68.32MiB / 7.563GiB
1780076345000,0.36%,68.62MiB / 7.563GiB
1780076347000,0.69%,68.36MiB / 7.563GiB
1780076349000,0.76%,69.07MiB / 7.563GiB
1780076352000,0.91%,69.07MiB / 7.563GiB
1780076355000,0.56%,68.84MiB / 7.563GiB
1780076357000,0.92%,68.87MiB / 7.563GiB
1780076359000,0.45%,68.34MiB / 7.563GiB
1780076362000,0.22%,68.61MiB / 7.563GiB
1780076364000,0.53%,68.99MiB / 7.563GiB
1780076366000,0.68%,68.36MiB / 7.563GiB
1780076368000,0.52%,68.59MiB / 7.563GiB
1780076370000,0.61%,68.5MiB / 7.563GiB
1780076373000,0.70%,68.69MiB / 7.563GiB
1780076375000,0.78%,69.6MiB / 7.563GiB
1780076377000,0.81%,68.59MiB / 7.563GiB
1780076379000,0.60%,69.18MiB / 7.563GiB
1780076382000,0.71%,68.44MiB / 7.563GiB
1780076384000,0.56%,68.82MiB / 7.563GiB
1780076386000,0.71%,69.05MiB / 7.563GiB
1780076388000,7.78%,68.84MiB / 7.563GiB
1780076391000,0.57%,68.84MiB / 7.563GiB
1780076393000,0.66%,68.55MiB / 7.563GiB
1780076395000,0.81%,68.83MiB / 7.563GiB
1780076397000,0.40%,68.92MiB / 7.563GiB
1780076399000,0.21%,68.91MiB / 7.563GiB
1780076402000,0.64%,68.96MiB / 7.563GiB
1780076404000,0.86%,68.38MiB / 7.563GiB
1780076407000,0.38%,68.7MiB / 7.563GiB
1780076409000,0.47%,68.22MiB / 7.563GiB
1780076412000,0.30%,68.52MiB / 7.563GiB
1780076414000,0.77%,68.82MiB / 7.563GiB
1780076416000,0.20%,68.29MiB / 7.563GiB
1780076418000,0.30%,68.59MiB / 7.563GiB
1780076420000,0.45%,68.29MiB / 7.563GiB
1780076423000,0.63%,68.65MiB / 7.563GiB
1780076425000,0.59%,69.09MiB / 7.563GiB
1780076427000,0.82%,68.39MiB / 7.563GiB
1780076429000,0.21%,68.96MiB / 7.563GiB
1780076432000,0.52%,68.51MiB / 7.563GiB
1780076434000,0.34%,68.54MiB / 7.563GiB
1780076436000,0.21%,69.29MiB / 7.563GiB
1780076438000,1.10%,68.98MiB / 7.563GiB
1780076441000,0.63%,68.87MiB / 7.563GiB
1780076443000,0.44%,68.67MiB / 7.563GiB
1780076445000,0.42%,68.64MiB / 7.563GiB
1780076447000,0.59%,68.95MiB / 7.563GiB
1780076449000,0.78%,69.07MiB / 7.563GiB
1780076452000,0.37%,69.1MiB / 7.563GiB
1780076454000,0.24%,68.3MiB / 7.563GiB
